lon,lat,predicted_label_2019,predicted_label_2024,changed
114.7306,-3.7303,Shrubland/Agriculture,Forest,True
114.8069,-3.7303,Shrubland/Agriculture,Forest,True
114.6093,-3.7258,Water,Water,False
114.6902,-3.7258,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7845,-3.7258,Forest,Forest,False
114.6722,-3.7213,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7081,-3.7213,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7171,-3.7213,Forest,Forest,False
114.5913,-3.7168,Water,Water,False
114.6902,-3.7168,Built-up,Shrubland/Agriculture,True
114.6228,-3.7123,Water,Water,False
114.6273,-3.7123,Shrubland/Agriculture,Forest,True
114.8069,-3.7123,Forest,Forest,False
114.6497,-3.7078,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6767,-3.7078,Shrubland/Agriculture,Forest,True
114.6902,-3.7078,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7351,-3.7078,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6183,-3.7033,Water,Water,False
114.6722,-3.7033,Shrubland/Agriculture,Shrubland/Agriculture,False
114.78,-3.7033,Forest,Forest,False
114.7845,-3.7033,Forest,Forest,False
114.6408,-3.6988,Built-up,Shrubland/Agriculture,True
114.6902,-3.6988,Forest,Forest,False
114.7126,-3.6988,Forest,Forest,False
114.7396,-3.6988,Forest,Shrubland/Agriculture,True
114.7441,-3.6988,Shrubland/Agriculture,Forest,True
114.762,-3.6988,Forest,Forest,False
114.6363,-3.6943,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7845,-3.6943,Forest,Forest,False
114.7126,-3.6898,Forest,Forest,False
114.8069,-3.6898,Shrubland/Agriculture,Forest,True
114.8114,-3.6898,Forest,Forest,False
114.6722,-3.6853,Forest,Forest,False
114.7036,-3.6853,Forest,Forest,False
114.6273,-3.6808,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6902,-3.6808,Forest,Forest,False
114.7396,-3.6808,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6183,-3.6764,Water,Water,False
114.7575,-3.6764,Shrubland/Agriculture,Forest,True
114.7935,-3.6764,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8159,-3.6764,Forest,Forest,False
114.6857,-3.6719,Shrubland/Agriculture,Forest,True
114.7036,-3.6719,Forest,Forest,False
114.7306,-3.6719,Built-up,Shrubland/Agriculture,True
114.6722,-3.6674,Forest,Forest,False
114.7171,-3.6674,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7485,-3.6674,Shrubland/Agriculture,Shrubland/Agriculture,False
114.762,-3.6674,Forest,Forest,False
114.8069,-3.6674,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6138,-3.6629,Water,Water,False
114.6318,-3.6584,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6722,-3.6584,Shrubland/Agriculture,Forest,True
114.6812,-3.6584,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6946,-3.6584,Shrubland/Agriculture,Forest,True
114.8024,-3.6584,Shrubland/Agriculture,Forest,True
114.6902,-3.6539,Shrubland/Agriculture,Forest,True
114.7665,-3.6539,Shrubland/Agriculture,Forest,True
114.8114,-3.6539,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6318,-3.6494,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7575,-3.6494,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8159,-3.6494,Shrubland/Agriculture,Forest,True
114.6003,-3.6449,Water,Water,False
114.6452,-3.6449,Built-up,Shrubland/Agriculture,True
114.6991,-3.6449,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7845,-3.6449,Forest,Forest,False
114.7935,-3.6449,Forest,Forest,False
114.6228,-3.6404,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6318,-3.6404,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6363,-3.6404,Built-up,Built-up,False
114.7755,-3.6404,Shrubland/Agriculture,Forest,True
114.6408,-3.6359,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6991,-3.6359,Shrubland/Agriculture,Shrubland/Agriculture,False
114.6183,-3.6314,Built-up,Shrubland/Agriculture,True
114.6273,-3.6314,Shrubland/Agriculture,Shrubland/Agriculture,False
114.7126,-3.6314,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8069,-3.6314,Forest,Forest,False
114.8339,-4.1255,Water,Water,False
114.8384,-4.1255,Water,Water,False
114.8294,-4.121,Water,Water,False
114.8608,-4.0986,Water,Water,False
114.8788,-4.0986,Water,Water,False
114.8429,-4.0896,Forest,Forest,False
114.8474,-4.0896,Forest,Shrubland/Agriculture,True
114.8698,-4.0851,Water,Water,False
114.8788,-4.0851,Water,Water,False
114.8968,-4.0761,Shrubland/Agriculture,Forest,True
114.9013,-4.0761,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9237,-4.0761,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8249,-4.0716,Forest,Shrubland/Agriculture,True
114.8608,-4.0716,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8653,-4.0716,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8833,-4.0716,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8968,-4.0716,Shrubland/Agriculture,Forest,True
114.9147,-4.0716,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9237,-4.0716,Forest,Forest,False
114.8519,-4.0671,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8249,-4.0626,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8384,-4.0626,Forest,Forest,False
114.8653,-4.0626,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8968,-4.0626,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9192,-4.0626,Forest,Forest,False
114.8294,-4.0536,Forest,Shrubland/Agriculture,True
114.8384,-4.0536,Forest,Shrubland/Agriculture,True
114.8429,-4.0492,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8833,-4.0492,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9147,-4.0492,Shrubland/Agriculture,Forest,True
114.9552,-4.0492,Bare/Mining-like,Bare/Mining-like,False
114.9641,-4.0492,Shrubland/Agriculture,Forest,True
114.9731,-4.0492,Water,Water,False
114.8608,-4.0447,Forest,Forest,False
114.9417,-4.0402,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9776,-4.0402,Water,Water,False
114.9327,-4.0357,Forest,Forest,False
114.9013,-4.0312,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9641,-4.0312,Shrubland/Agriculture,Forest,True
114.9776,-4.0312,Water,Water,False
115.0091,-4.0312,Water,Water,False
115.0091,-4.0267,Water,Water,False
114.9641,-4.0222,Shrubland/Agriculture,Forest,True
115.027,-4.0177,Water,Water,False
114.9282,-4.0087,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9911,-4.0087,Forest,Forest,False
114.8429,-4.0042,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8519,-4.0042,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8878,-4.0042,Shrubland/Agriculture,Forest,True
114.8968,-4.0042,Shrubland/Agriculture,Forest,True
114.9372,-4.0042,Built-up,Shrubland/Agriculture,True
114.9866,-4.0042,Forest,Forest,False
114.8339,-3.9997,Shrubland/Agriculture,Forest,True
114.9731,-3.9997,Shrubland/Agriculture,Shrubland/Agriculture,False
115.0046,-3.9997,Shrubland/Agriculture,Shrubland/Agriculture,False
115.0091,-3.9997,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9462,-3.9953,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9597,-3.9953,Forest,Forest,False
114.9911,-3.9953,Forest,Forest,False
115.027,-3.9953,Forest,Forest,False
115.0989,-3.9953,Water,Water,False
114.8429,-3.9908,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9552,-3.9908,Shrubland/Agriculture,Shrubland/Agriculture,False
115.0764,-3.9908,Water,Water,False
114.8519,-3.9863,Forest,Shrubland/Agriculture,True
114.8878,-3.9863,Forest,Forest,False
114.9417,-3.9863,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9866,-3.9863,Shrubland/Agriculture,Forest,True
115.1213,-3.9863,Water,Water,False
115.0854,-3.9818,Water,Water,False
115.0944,-3.9818,Water,Water,False
115.1258,-3.9818,Water,Water,False
115.1393,-3.9818,Water,Water,False
114.9641,-3.9773,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9776,-3.9773,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9866,-3.9773,Shrubland/Agriculture,Forest,True
115.045,-3.9773,Forest,Shrubland/Agriculture,True
115.0495,-3.9773,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8249,-3.9728,Forest,Shrubland/Agriculture,True
114.9013,-3.9728,Shrubland/Agriculture,Forest,True
114.9686,-3.9728,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9956,-3.9728,Shrubland/Agriculture,Forest,True
115.0719,-3.9728,Shrubland/Agriculture,Forest,True
114.9237,-3.9683,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9956,-3.9683,Forest,Forest,False
115.0675,-3.9683,Shrubland/Agriculture,Shrubland/Agriculture,False
115.1348,-3.9683,Forest,Forest,False
114.8653,-3.9593,Shrubland/Agriculture,Forest,True
114.8743,-3.9593,Shrubland/Agriculture,Forest,True
114.9102,-3.9593,Forest,Forest,False
114.9192,-3.9593,Shrubland/Agriculture,Forest,True
115.018,-3.9593,Shrubland/Agriculture,Shrubland/Agriculture,False
115.0495,-3.9593,Shrubland/Agriculture,Shrubland/Agriculture,False
115.063,-3.9593,Shrubland/Agriculture,Shrubland/Agriculture,False
115.0944,-3.9593,Forest,Forest,False
114.8294,-3.9548,Forest,Forest,False
114.8698,-3.9548,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8878,-3.9548,Forest,Forest,False
114.9507,-3.9548,Forest,Forest,False
114.9776,-3.9548,Shrubland/Agriculture,Shrubland/Agriculture,False
115.0001,-3.9548,Shrubland/Agriculture,Forest,True
115.1034,-3.9548,Forest,Shrubland/Agriculture,True
115.1258,-3.9548,Forest,Forest,False
115.1438,-3.9548,Forest,Shrubland/Agriculture,True
114.8384,-3.9503,Forest,Forest,False
114.8743,-3.9503,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8833,-3.9503,Shrubland/Agriculture,Forest,True
115.0001,-3.9503,Shrubland/Agriculture,Shrubland/Agriculture,False
115.0854,-3.9503,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9641,-3.9458,Forest,Forest,False
115.0001,-3.9458,Shrubland/Agriculture,Shrubland/Agriculture,False
115.0854,-3.9458,Shrubland/Agriculture,Forest,True
115.0944,-3.9458,Shrubland/Agriculture,Forest,True
115.1618,-3.9458,Forest,Forest,False
115.1932,-3.9458,Shrubland/Agriculture,Forest,True
115.0405,-3.9414,Shrubland/Agriculture,Shrubland/Agriculture,False
115.1618,-3.9414,Forest,Forest,False
115.2157,-3.9414,Shrubland/Agriculture,Forest,True
114.8788,-3.9369,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8968,-3.9369,Shrubland/Agriculture,Forest,True
114.9013,-3.9369,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9147,-3.9369,Shrubland/Agriculture,Forest,True
115.0764,-3.9369,Forest,Forest,False
115.1079,-3.9369,Forest,Forest,False
115.1618,-3.9369,Shrubland/Agriculture,Forest,True
114.8429,-3.9324,Shrubland/Agriculture,Forest,True
114.8519,-3.9324,Forest,Forest,False
114.8608,-3.9324,Shrubland/Agriculture,Forest,True
115.018,-3.9324,Shrubland/Agriculture,Forest,True
115.1932,-3.9324,Shrubland/Agriculture,Forest,True
114.8249,-3.9279,Forest,Forest,False
114.8653,-3.9279,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8968,-3.9279,Shrubland/Agriculture,Forest,True
114.9013,-3.9279,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9417,-3.9279,Shrubland/Agriculture,Forest,True
115.045,-3.9279,Shrubland/Agriculture,Shrubland/Agriculture,False
115.063,-3.9234,Shrubland/Agriculture,Forest,True
115.0944,-3.9234,Shrubland/Agriculture,Forest,True
115.1483,-3.9234,Forest,Shrubland/Agriculture,True
115.1663,-3.9234,Forest,Forest,False
114.8563,-3.9189,Shrubland/Agriculture,Forest,True
115.0091,-3.9189,Shrubland/Agriculture,Forest,True
115.036,-3.9189,Shrubland/Agriculture,Shrubland/Agriculture,False
115.1034,-3.9189,Shrubland/Agriculture,Forest,True
115.1932,-3.9189,Forest,Forest,False
115.1977,-3.9189,Forest,Forest,False
114.8833,-3.9144,Shrubland/Agriculture,Forest,True
114.9552,-3.9144,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9731,-3.9144,Forest,Forest,False
115.0405,-3.9144,Shrubland/Agriculture,Shrubland/Agriculture,False
115.0719,-3.9144,Forest,Forest,False
115.1303,-3.9144,Forest,Forest,False
114.8429,-3.9099,Forest,Forest,False
115.0091,-3.9099,Shrubland/Agriculture,Forest,True
115.0944,-3.9099,Shrubland/Agriculture,Shrubland/Agriculture,False
115.0989,-3.9099,Shrubland/Agriculture,Shrubland/Agriculture,False
115.1213,-3.9099,Shrubland/Agriculture,Shrubland/Agriculture,False
115.1618,-3.9099,Forest,Forest,False
114.8474,-3.9054,Forest,Forest,False
114.9552,-3.9054,Shrubland/Agriculture,Forest,True
114.9911,-3.9054,Shrubland/Agriculture,Shrubland/Agriculture,False
115.0225,-3.9054,Bare/Mining-like,Shrubland/Agriculture,True
115.0944,-3.9054,Shrubland/Agriculture,Built-up,True
115.1213,-3.9054,Shrubland/Agriculture,Shrubland/Agriculture,False
115.2022,-3.9054,Forest,Forest,False
114.8429,-3.9009,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8968,-3.9009,Shrubland/Agriculture,Forest,True
115.0899,-3.9009,Built-up,Built-up,False
115.1079,-3.9009,Shrubland/Agriculture,Shrubland/Agriculture,False
115.1348,-3.9009,Forest,Forest,False
115.1438,-3.9009,Forest,Shrubland/Agriculture,True
115.1932,-3.9009,Forest,Forest,False
115.2426,-3.9009,Shrubland/Agriculture,Forest,True
114.8788,-3.8964,Shrubland/Agriculture,Forest,True
114.9058,-3.8964,Shrubland/Agriculture,Forest,True
114.9866,-3.8964,Shrubland/Agriculture,Shrubland/Agriculture,False
115.0046,-3.8964,Shrubland/Agriculture,Shrubland/Agriculture,False
115.036,-3.8964,Water,Water,False
115.1932,-3.8964,Forest,Forest,False
114.8788,-3.892,Forest,Forest,False
114.9866,-3.892,Shrubland/Agriculture,Shrubland/Agriculture,False
115.0495,-3.892,Shrubland/Agriculture,Forest,True
115.1169,-3.892,Shrubland/Agriculture,Shrubland/Agriculture,False
115.1393,-3.892,Shrubland/Agriculture,Forest,True
115.2516,-3.892,Shrubland/Agriculture,Forest,True
115.2606,-3.892,Shrubland/Agriculture,Water,True
115.3145,-3.892,Shrubland/Agriculture,Shrubland/Agriculture,False
115.0989,-3.8875,Bare/Mining-like,Forest,True
115.1169,-3.8875,Bare/Mining-like,Shrubland/Agriculture,True
115.2112,-3.8875,Forest,Forest,False
114.9237,-3.883,Forest,Forest,False
114.9911,-3.883,Forest,Forest,False
115.027,-3.883,Forest,Forest,False
115.054,-3.883,Shrubland/Agriculture,Forest,True
115.0854,-3.883,Shrubland/Agriculture,Forest,True
115.283,-3.883,Shrubland/Agriculture,Shrubland/Agriculture,False
115.292,-3.883,Shrubland/Agriculture,Forest,True
114.8519,-3.8785,Forest,Forest,False
114.9552,-3.8785,Forest,Forest,False
115.054,-3.8785,Forest,Forest,False
115.1258,-3.8785,Bare/Mining-like,Bare/Mining-like,False
115.2381,-3.8785,Forest,Forest,False
115.3594,-3.8785,Forest,Forest,False
114.9327,-3.874,Forest,Forest,False
114.9866,-3.874,Forest,Forest,False
115.0764,-3.874,Shrubland/Agriculture,Shrubland/Agriculture,False
115.0854,-3.874,Forest,Forest,False
115.1752,-3.874,Forest,Forest,False
115.1932,-3.874,Shrubland/Agriculture,Shrubland/Agriculture,False
115.2471,-3.874,Forest,Forest,False
115.2651,-3.874,Forest,Forest,False
115.3369,-3.874,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8519,-3.8695,Forest,Forest,False
114.8698,-3.8695,Forest,Forest,False
114.9147,-3.8695,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9237,-3.8695,Forest,Forest,False
114.9552,-3.8695,Forest,Forest,False
114.9821,-3.8695,Forest,Forest,False
115.1079,-3.8695,Shrubland/Agriculture,Forest,True
115.1887,-3.8695,Bare/Mining-like,Bare/Mining-like,False
115.2202,-3.8695,Shrubland/Agriculture,Shrubland/Agriculture,False
115.2786,-3.8695,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9372,-3.865,Forest,Forest,False
114.9507,-3.865,Forest,Forest,False
114.9597,-3.865,Forest,Forest,False
114.9866,-3.865,Forest,Forest,False
115.018,-3.865,Forest,Forest,False
115.0585,-3.865,Shrubland/Agriculture,Shrubland/Agriculture,False
115.0899,-3.865,Shrubland/Agriculture,Shrubland/Agriculture,False
115.1169,-3.865,Bare/Mining-like,Forest,True
115.3819,-3.865,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8743,-3.8605,Forest,Forest,False
114.8788,-3.8605,Shrubland/Agriculture,Forest,True
114.8878,-3.8605,Shrubland/Agriculture,Forest,True
114.9013,-3.8605,Forest,Forest,False
115.0136,-3.8605,Forest,Forest,False
115.0405,-3.8605,Shrubland/Agriculture,Shrubland/Agriculture,False
115.0854,-3.8605,Shrubland/Agriculture,Shrubland/Agriculture,False
115.1303,-3.8605,Forest,Forest,False
115.1932,-3.8605,Bare/Mining-like,Bare/Mining-like,False
115.319,-3.8605,Forest,Forest,False
114.8429,-3.856,Forest,Shrubland/Agriculture,True
114.8563,-3.856,Forest,Forest,False
114.9776,-3.856,Forest,Forest,False
115.018,-3.856,Forest,Forest,False
115.1708,-3.856,Shrubland/Agriculture,Shrubland/Agriculture,False
115.1842,-3.856,Shrubland/Agriculture,Shrubland/Agriculture,False
115.31,-3.856,Shrubland/Agriculture,Shrubland/Agriculture,False
115.3684,-3.856,Shrubland/Agriculture,Forest,True
114.9237,-3.8515,Forest,Forest,False
114.9552,-3.8515,Forest,Forest,False
114.9597,-3.8515,Forest,Forest,False
114.9686,-3.8515,Forest,Forest,False
114.9776,-3.8515,Forest,Shrubland/Agriculture,True
115.0046,-3.8515,Forest,Forest,False
115.1842,-3.8515,Forest,Shrubland/Agriculture,True
114.8339,-3.847,Forest,Forest,False
114.8429,-3.847,Shrubland/Agriculture,Shrubland/Agriculture,False
114.9058,-3.847,Forest,Forest,False
114.9147,-3.847,Forest,Forest,False
114.9731,-3.847,Forest,Forest,False
114.9911,-3.847,Forest,Forest,False
115.2112,-3.847,Shrubland/Agriculture,Forest,True
115.3055,-3.847,Shrubland/Agriculture,Shrubland/Agriculture,False
115.3459,-3.847,Forest,Forest,False
115.3504,-3.847,Forest,Forest,False
114.8249,-3.8425,Forest,Forest,False
114.8788,-3.8425,Forest,Forest,False
114.9597,-3.8425,Forest,Forest,False
115.0675,-3.8425,Shrubland/Agriculture,Forest,True
115.0944,-3.8425,Shrubland/Agriculture,Forest,True
115.1708,-3.8425,Shrubland/Agriculture,Forest,True
115.2157,-3.8425,Shrubland/Agriculture,Shrubland/Agriculture,False
115.3369,-3.8425,Shrubland/Agriculture,Shrubland/Agriculture,False
115.3819,-3.8425,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8653,-3.8381,Shrubland/Agriculture,Forest,True
114.9327,-3.8381,Forest,Forest,False
115.0091,-3.8381,Forest,Forest,False
115.0405,-3.8381,Forest,Forest,False
115.0809,-3.8381,Shrubland/Agriculture,Forest,True
115.1932,-3.8381,Shrubland/Agriculture,Shrubland/Agriculture,False
115.2202,-3.8381,Forest,Shrubland/Agriculture,True
115.2606,-3.8381,Shrubland/Agriculture,Bare/Mining-like,True
115.301,-3.8381,Shrubland/Agriculture,Shrubland/Agriculture,False
115.3055,-3.8381,Shrubland/Agriculture,Forest,True
114.9327,-3.8336,Forest,Forest,False
115.0719,-3.8336,Shrubland/Agriculture,Forest,True
115.0764,-3.8336,Shrubland/Agriculture,Forest,True
115.1483,-3.8336,Forest,Forest,False
115.1887,-3.8336,Forest,Shrubland/Agriculture,True
115.2067,-3.8336,Shrubland/Agriculture,Forest,True
115.301,-3.8336,Shrubland/Agriculture,Forest,True
115.328,-3.8336,Shrubland/Agriculture,Shrubland/Agriculture,False
114.8429,-3.8291,Forest,Forest,False
114.9013,-3.8291,Shrubland/Agriculture,Forest,True
115.018,-3.8291,Forest,Shrubland/Agriculture,True
115.1842,-3.8291,Forest,Forest,False
115.2022,-3.8291,Forest,Forest,False
114.9192,-3.8246,Forest,Forest,False
114.9237,-3.8246,Forest,Forest,False
114.9597,-3.8246,Forest,Forest,False
115.0046,-3.8246,Forest,Shrubland/Agriculture,True
115.1303,-3.8246,Forest,Forest,False
115.1573,-3.8246,Forest,Forest,False
115.1752,-3.8246,Forest,Forest,False
115.3235,-3.8246,Shrubland/Agriculture,Forest,True
115.3684,-3.8246,Shrubland/Agriculture,Forest,True
114.9102,-3.8201,Forest,Forest,False
115.036,-3.8201,Shrubland/Agriculture,Shrubland/Agriculture,False
115.054,-3.8201,Forest,Forest,False
115.1708,-3.8201,Forest,Forest,False
114.8294,-3.8156,Forest,Forest,False
114.8563,-3.8156,Forest,Forest,False
114.8833,-3.8156,Shrubland/Agriculture,Forest,True
115.0136,-3.8156,Forest,Forest,False
115.1079,-3.8156,Shrubland/Agriculture,Forest,True
115.1708,-3.8156,Forest,Forest,False
115.2067,-3.8156,Forest,Forest,False
115.2381,-3.8156,Forest,Shrubland/Agriculture,True
115.283,-3.8156,Built-up,Bare/Mining-like,True
115.31,-3.8156,Bare/Mining-like,Forest,True
115.3414,-3.8156,Forest,Forest,False
115.3953,-3.8156,Shrubland/Agriculture,Forest,True
114.9237,-3.8111,Forest,Forest,False
115.0225,-3.8111,Shrubland/Agriculture,Forest,True
115.045,-3.8111,Forest,Forest,False
115.0899,-3.8111,Shrubland/Agriculture,Forest,True
